#,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,SEASON
118.0,Justin Holiday,IND,72.0,30.3,10.5,3.6,8.7,41.3,2.4,6.3,38.2,0.9,1.2,78.8,0.4,3.1,3.6,1.7,1.0,0.6,0.8,11.2,2020-21
119.0,Donte DiVincenzo,MIL,66.0,27.5,10.4,3.8,9.1,42.0,2.0,5.2,37.9,0.8,1.1,71.8,1.2,4.5,5.8,3.1,1.1,0.2,1.4,13.6,2020-21
120.0,Cedi Osman,CLE,59.0,25.6,10.4,3.7,9.9,37.4,1.7,5.5,30.6,1.3,1.6,80.0,0.6,2.8,3.4,2.9,0.9,0.2,1.4,9.9,2020-21
121.0,Mason Plumlee,DET,56.0,26.8,10.4,4.2,6.8,61.4,0.0,0.1,0.0,2.0,3.0,66.9,2.6,6.7,9.3,3.6,0.8,0.9,1.9,19.4,2020-21
122.0,Brandon Clarke,MEM,59.0,24.0,10.3,4.3,8.4,51.7,0.3,1.3,26.0,1.3,1.9,69.0,1.6,3.9,5.6,1.6,1.0,0.9,0.6,14.2,2020-21
123.0,Delon Wright,SAC,63.0,27.7,10.2,3.8,8.2,46.3,1.0,2.7,37.2,1.6,2.0,80.2,1.0,3.2,4.3,4.4,1.6,0.5,1.3,14.9,2020-21
124.0,Elfrid Payton,NYK,63.0,23.6,10.1,4.3,9.9,43.2,0.4,1.6,28.6,1.2,1.7,68.2,1.0,2.4,3.4,3.2,0.7,0.1,1.6,9.9,2020-21
125.0,Theo Maledon,OKC,65.0,27.4,10.1,3.5,9.4,36.8,1.6,4.8,33.5,1.6,2.1,74.8,0.4,2.9,3.2,3.5,0.9,0.2,2.2,9.2,2020-21
126.0,Jae Crowder,PHX,60.0,27.5,10.1,3.3,8.2,40.4,2.5,6.3,38.9,1.0,1.3,76.0,0.5,4.2,4.7,2.1,0.8,0.5,0.9,12.0,2020-21
127.0,Bryn Forbes,MIL,70.0,19.3,10.0,3.6,7.6,47.3,2.2,4.9,45.2,0.7,0.9,77.0,0.2,1.4,1.6,0.6,0.3,0.0,0.6,7.8,2020-21
128.0,Dorian Finney-Smith,DAL,60.0,32.0,9.8,3.7,7.8,47.2,2.0,5.0,39.4,0.5,0.7,75.6,1.6,3.8,5.4,1.7,0.9,0.4,0.8,13.2,2020-21
129.0,Kentavious Caldwell-Pope,LAL,67.0,28.4,9.7,3.3,7.6,43.1,1.8,4.4,41.0,1.4,1.7,86.6,0.4,2.3,2.7,1.9,0.9,0.4,1.0,10.1,2020-21
130.0,Daniel Theis,CHI,65.0,24.6,9.6,3.9,7.2,54.1,0.8,2.3,32.2,1.1,1.7,67.3,1.4,4.0,5.5,1.7,0.6,0.9,1.0,13.4,2020-21
131.0,Isaac Okoro,CLE,67.0,32.4,9.6,3.5,8.3,42.0,0.9,3.2,29.0,1.7,2.3,72.6,1.0,2.1,3.1,1.9,0.9,0.4,1.3,9.1,2020-21
132.0,Cameron Johnson,PHX,60.0,24.0,9.6,3.4,8.1,42.0,2.0,5.6,34.9,0.8,1.0,84.7,0.6,2.8,3.3,1.4,0.6,0.3,0.7,9.7,2020-21
133.0,Danny Green,PHI,69.0,28.0,9.5,3.2,7.9,41.2,2.5,6.3,40.5,0.4,0.6,77.5,0.8,3.0,3.8,1.7,1.3,0.8,1.0,11.4,2020-21
134.0,Landry Shamet,BKN,61.0,23.0,9.3,3.0,7.5,40.8,2.1,5.5,38.7,1.1,1.3,84.6,0.2,1.7,1.8,1.6,0.5,0.2,0.8,8.0,2020-21
135.0,Patrick Williams,CHI,71.0,27.9,9.2,3.6,7.4,48.3,0.8,1.9,39.1,1.3,1.8,72.8,0.9,3.7,4.6,1.4,0.9,0.6,1.4,11.1,2020-21
136.0,Desmond Bane,MEM,68.0,22.3,9.2,3.4,7.3,46.9,1.7,4.0,43.2,0.6,0.7,81.6,0.5,2.6,3.1,1.7,0.6,0.2,0.9,10.0,2020-21
137.0,Furkan Korkmaz,PHI,55.0,19.3,9.1,3.1,7.7,40.1,1.8,4.9,37.5,1.1,1.5,73.2,0.3,1.7,2.1,1.5,0.9,0.2,0.8,7.9,2020-21
138.0,De'Anthony Melton,MEM,52.0,20.1,9.1,3.3,7.6,43.8,1.7,4.1,41.2,0.8,1.0,80.4,0.6,2.5,3.1,2.5,1.2,0.6,1.3,10.8,2020-21
139.0,Robin Lopez,WAS,71.0,19.1,9.0,3.8,6.0,63.3,0.1,0.3,27.8,1.4,1.9,72.3,2.0,1.8,3.8,0.8,0.2,0.6,1.1,10.7,2020-21
140.0,Ivica Zubac,LAC,72.0,22.3,9.0,3.6,5.5,65.2,0.0,0.1,25.0,1.9,2.4,78.9,2.6,4.6,7.2,1.3,0.3,0.9,1.1,15.2,2020-21
141.0,Talen Horton-Tucker,LAL,65.0,20.1,9.0,3.4,7.5,45.8,0.6,2.0,28.2,1.5,2.0,77.5,0.4,2.2,2.6,2.8,1.0,0.3,1.6,9.5,2020-21
142.0,Paul Millsap,DEN,56.0,20.8,9.0,3.4,7.2,47.6,0.9,2.6,34.3,1.3,1.8,72.4,1.4,3.3,4.7,1.8,0.9,0.6,0.9,11.8,2020-21
143.0,Bruce Brown,BKN,65.0,22.3,8.8,3.6,6.5,55.6,0.3,0.9,28.8,1.3,1.8,73.5,1.7,3.7,5.4,1.6,0.9,0.4,0.8,12.9,2020-21
144.0,Isaiah Roby,OKC,61.0,23.4,8.7,3.4,7.0,48.3,0.5,1.8,29.4,1.4,1.9,74.4,1.5,4.1,5.6,1.8,0.9,0.6,1.9,11.6,2020-21
144.0,Terence Davis,SAC,61.0,17.6,8.7,3.2,7.5,42.8,1.6,4.4,36.7,0.7,0.9,81.8,0.3,2.2,2.5,1.4,0.7,0.2,1.0,8.1,2020-21
146.0,Raul Neto,WAS,64.0,21.9,8.7,3.3,7.0,46.8,1.0,2.6,39.0,1.2,1.3,88.2,0.4,2.0,2.4,2.3,1.1,0.1,0.8,10.0,2020-21
147.0,T.J. McConnell,IND,69.0,26.0,8.6,4.0,7.1,55.9,0.2,0.7,31.3,0.5,0.7,68.8,0.8,2.9,3.7,6.6,1.9,0.3,2.0,15.8,2020-21
148.0,Jakob Poeltl,SAS,69.0,26.7,8.6,3.8,6.2,61.6,0.0,0.0,0.0,0.9,1.8,50.8,3.2,4.8,7.9,1.9,0.7,1.8,1.2,16.4,2020-21
149.0,Ricky Rubio,MIN,68.0,26.1,8.6,2.8,7.3,38.8,1.0,3.1,30.8,1.9,2.2,86.7,0.4,2.9,3.3,6.4,1.4,0.1,1.6,13.3,2020-21
150.0,Robert Covington,POR,70.0,32.0,8.5,2.9,7.3,40.1,1.9,5.1,37.9,0.7,0.9,80.6,0.9,5.8,6.7,1.7,1.4,1.2,0.9,14.0,2020-21
151.0,Svi Mykhailiuk,OKC,66.0,20.1,8.5,3.2,7.7,41.1,1.6,4.8,33.4,0.6,0.8,76.0,0.4,2.1,2.5,1.7,0.8,0.2,1.3,7.5,2020-21
152.0,Cameron Payne,PHX,60.0,18.0,8.4,3.2,6.6,48.4,1.2,2.8,44.0,0.8,0.9,89.3,0.3,2.1,2.4,3.6,0.6,0.3,1.0,10.8,2020-21
153.0,Luke Kennard,LAC,63.0,19.6,8.3,3.1,6.6,47.6,1.6,3.6,44.6,0.4,0.5,83.9,0.2,2.3,2.6,1.7,0.4,0.1,0.8,8.7,2020-21
154.0,Cory Joseph,DET,63.0,23.0,8.2,3.2,6.8,46.9,0.7,2.1,34.1,1.1,1.4,81.8,0.6,2.0,2.5,3.4,1.0,0.3,1.3,10.3,2020-21
155.0,Sterling Brown,HOU,51.0,24.1,8.2,2.9,6.6,44.8,1.8,4.2,42.3,0.5,0.6,80.6,0.7,3.6,4.4,1.4,0.7,0.2,0.8,10.4,2020-21
156.0,JaMychal Green,DEN,58.0,19.3,8.1,3.0,6.4,46.3,1.4,3.4,39.9,0.8,1.0,80.7,1.5,3.3,4.8,0.9,0.4,0.4,0.9,10.1,2020-21
157.0,Nicolas Batum,LAC,67.0,27.4,8.1,2.9,6.1,46.4,1.6,4.1,40.4,0.7,0.9,82.8,0.7,4.0,4.7,2.2,1.0,0.6,0.8,12.3,2020-21
158.0,Robert Williams III,BOS,52.0,18.9,8.0,3.6,5.0,72.1,0.0,0.0,0.0,0.9,1.4,61.6,2.6,4.3,6.9,1.8,0.8,1.8,1.0,16.4,2020-21
159.0,Tyrese Maxey,PHI,61.0,15.3,8.0,3.2,7.0,46.2,0.5,1.7,30.1,1.0,1.1,87.1,0.2,1.5,1.7,2.0,0.4,0.2,0.7,7.7,2020-21
160.0,Kenrich Williams,OKC,66.0,21.6,8.0,3.3,6.2,53.3,0.8,1.8,44.4,0.5,1.0,57.1,1.3,2.9,4.1,2.3,0.8,0.3,1.2,11.0,2020-21
161.0,Isaiah Stewart,DET,68.0,21.4,7.9,3.3,6.0,55.3,0.3,0.9,33.3,0.9,1.4,69.6,2.3,4.3,6.7,0.9,0.6,1.3,1.0,13.2,2020-21
162.0,Anfernee Simons,POR,64.0,17.3,7.8,2.6,6.3,41.9,1.9,4.4,42.6,0.7,0.9,80.7,0.2,2.0,2.2,1.4,0.3,0.1,0.7,7.3,2020-21
163.0,Payton Pritchard,BOS,66.0,19.2,7.7,2.8,6.3,44.0,1.5,3.8,41.1,0.6,0.7,88.9,0.5,1.9,2.4,1.8,0.6,0.1,0.8,8.2,2020-21
164.0,Tomas Satoransky,CHI,58.0,22.5,7.7,2.9,5.7,51.4,0.7,2.0,35.6,1.2,1.4,84.8,0.5,1.9,2.4,4.7,0.7,0.2,1.7,11.1,2020-21
165.0,D.J. Augustin,HOU,57.0,19.8,7.7,2.4,6.0,39.4,1.5,3.8,38.2,1.5,1.6,90.4,0.4,1.3,1.6,3.3,0.5,0.0,1.1,8.2,2020-21
166.0,Ben McLemore,LAL,53.0,17.1,7.7,2.5,6.9,37.0,1.8,5.3,34.6,0.7,1.0,73.6,0.3,1.6,1.9,0.7,0.4,0.2,0.8,5.5,2020-21
167.0,Tristan Thompson,BOS,54.0,23.8,7.6,3.1,6.0,51.8,0.0,0.1,0.0,1.3,2.2,59.2,3.1,5.0,8.1,1.2,0.4,0.6,1.1,13.0,2020-21
168.0,Garrett Temple,CHI,56.0,27.3,7.6,2.8,6.8,41.5,1.2,3.6,33.5,0.7,0.9,80.0,0.5,2.3,2.9,2.2,0.8,0.5,1.0,8.7,2020-21
169.0,Steven Adams,NOP,58.0,27.7,7.6,3.3,5.3,61.4,0.0,0.1,0.0,1.0,2.3,44.4,3.7,5.2,8.9,1.9,0.9,0.7,1.3,15.2,2020-21
170.0,Edmond Sumner,IND,53.0,16.2,7.5,2.8,5.3,52.5,0.7,1.7,39.8,1.3,1.6,81.9,0.3,1.4,1.8,0.9,0.6,0.2,1.0,7.3,2020-21
171.0,Jaxson Hayes,NOP,60.0,16.1,7.5,2.9,4.7,62.5,0.1,0.2,42.9,1.6,2.0,77.5,1.5,2.8,4.3,0.6,0.4,0.6,0.7,10.6,2020-21
172.0,DeAndre Jordan,BKN,57.0,21.9,7.5,3.3,4.4,76.3,0.0,0.0,0.0,0.8,1.6,50.0,2.1,5.4,7.5,1.6,0.3,1.1,1.5,14.7,2020-21
173.0,James Johnson,NOP,51.0,20.5,7.2,2.9,6.4,44.6,0.6,2.4,25.8,0.9,1.5,59.2,0.6,2.8,3.5,1.9,0.8,0.8,1.1,9.0,2020-21
174.0,Juancho Hernangomez,MIN,52.0,17.3,7.2,2.5,5.8,43.5,1.1,3.2,32.7,1.2,1.9,61.9,0.9,3.1,3.9,0.7,0.4,0.1,0.5,7.8,2020-21
175.0,Aaron Holiday,IND,66.0,17.8,7.2,2.6,6.6,39.0,1.0,2.8,36.8,1.0,1.3,81.9,0.2,1.1,1.3,1.9,0.7,0.2,1.0,6.0,2020-21
176.0,Khem Birch,TOR,67.0,22.8,7.2,2.8,5.7,49.7,0.2,0.8,25.0,1.4,1.9,70.5,2.6,3.2,5.8,1.3,0.7,0.7,0.7,11.7,2020-21
177.0,Kent Bazemore,GSW,67.0,19.9,7.2,2.6,5.9,44.9,1.1,2.7,40.8,0.8,1.2,69.2,0.4,3.0,3.4,1.6,1.0,0.5,1.2,8.9,2020-21
178.0,Draymond Green,GSW,63.0,31.5,7.0,2.7,6.0,44.7,0.5,2.0,27.0,1.1,1.4,79.5,0.9,6.2,7.1,8.9,1.7,0.8,3.0,18.9,2020-21
179.0,Terance Mann,LAC,67.0,18.9,7.0,2.7,5.2,50.9,0.6,1.4,41.8,1.2,1.4,83.0,0.8,2.8,3.6,1.6,0.4,0.2,0.6,9.4,2020-21
180.0,Daniel Gafford,WAS,54.0,14.6,7.0,2.9,4.2,68.4,0.0,0.0,0.0,1.3,2.0,66.7,1.7,2.5,4.3,0.5,0.5,1.4,0.8,11.0,2020-21
181.0,Royce O'Neale,UTA,71.0,31.5,7.0,2.5,5.5,44.4,1.5,3.9,38.5,0.5,0.6,84.8,1.2,5.6,6.8,2.5,0.8,0.5,1.2,13.3,2020-21
182.0,Dwight Howard,PHI,69.0,17.3,7.0,2.6,4.4,58.7,0.1,0.3,25.0,1.8,3.0,57.6,2.8,5.7,8.4,0.9,0.4,0.9,1.6,12.9,2020-21
183.0,Georges Niang,UTA,72.0,16.0,6.9,2.5,5.6,43.7,1.7,4.1,42.5,0.3,0.3,95.7,0.4,2.1,2.4,0.8,0.3,0.1,0.7,6.8,2020-21
184.0,R.J. Hampton,ORL,51.0,17.4,6.9,2.7,6.1,43.5,0.5,1.7,31.0,1.1,1.6,67.1,0.6,2.9,3.5,1.7,0.4,0.2,1.0,7.7,2020-21
185.0,Derrick Jones Jr.,POR,58.0,22.7,6.8,2.5,5.2,48.4,0.7,2.3,31.6,1.0,1.6,64.8,1.3,2.2,3.5,0.8,0.6,0.9,0.6,8.9,2020-21
186.0,Pat Connaughton,MIL,69.0,22.8,6.8,2.4,5.6,43.4,1.5,3.9,37.1,0.4,0.6,77.5,0.9,3.9,4.8,1.2,0.7,0.3,0.5,10.0,2020-21
187.0,Jaden McDaniels,MIN,63.0,24.0,6.8,2.6,5.8,44.7,1.1,3.1,36.4,0.4,0.7,60.0,0.8,2.9,3.7,1.1,0.6,1.0,0.7,8.8,2020-21
188.0,Jeff Teague,MIL,55.0,17.3,6.7,2.2,5.2,43.3,0.7,1.5,43.9,1.6,1.9,84.8,0.3,1.3,1.6,2.4,0.6,0.2,1.2,7.2,2020-21
189.0,Markieff Morris,LAL,61.0,19.7,6.7,2.5,6.2,40.5,1.1,3.4,31.1,0.6,0.8,72.0,0.8,3.6,4.4,1.2,0.4,0.3,0.9,8.1,2020-21
190.0,Trey Burke,DAL,62.0,14.7,6.6,2.4,5.7,42.8,0.9,2.6,35.4,0.8,0.9,89.5,0.2,0.7,0.9,1.3,0.6,0.1,0.5,5.6,2020-21
191.0,Xavier Tillman,MEM,59.0,18.4,6.6,2.8,5.1,55.9,0.4,1.1,33.8,0.6,0.9,64.2,1.3,3.1,4.3,1.3,0.7,0.6,0.8,10.2,2020-21
192.0,Alex Len,WAS,64.0,15.3,6.6,2.7,4.3,61.5,0.1,0.4,32.0,1.1,1.8,62.9,1.2,2.8,4.1,0.8,0.3,1.0,0.9,9.5,2020-21
193.0,Denzel Valentine,CHI,62.0,16.7,6.5,2.5,6.7,37.3,1.3,3.9,33.1,0.3,0.3,94.1,0.4,2.8,3.2,1.7,0.5,0.1,0.7,7.1,2020-21
194.0,Damion Lee,GSW,57.0,18.9,6.5,2.2,4.8,46.7,1.4,3.4,39.7,0.7,0.8,90.9,0.4,2.8,3.2,1.3,0.7,0.1,0.5,8.6,2020-21
195.0,Alex Caruso,LAL,58.0,21.0,6.4,2.3,5.3,43.6,0.9,2.4,40.1,0.8,1.3,64.5,0.5,2.4,2.9,2.8,1.1,0.3,1.3,8.7,2020-21
195.0,Timothe Luwawu-Cabarrot,BKN,58.0,18.1,6.4,2.2,6.1,36.5,1.3,4.1,31.4,0.6,0.7,81.4,0.5,1.7,2.2,1.2,0.6,0.1,0.7,5.7,2020-21
197.0,Kira Lewis Jr.,NOP,54.0,16.7,6.4,2.4,6.2,38.6,0.7,2.2,33.3,0.8,0.9,84.3,0.2,1.1,1.3,2.3,0.7,0.2,0.6,6.2,2020-21
198.0,Deni Avdija,WAS,54.0,23.3,6.3,2.4,5.8,41.7,1.0,3.1,31.5,0.5,0.8,64.4,0.4,4.4,4.9,1.2,0.6,0.3,0.6,8.9,2020-21
199.0,Tyus Jones,MEM,70.0,17.5,6.3,2.5,5.9,43.1,0.6,2.0,32.1,0.6,0.6,91.1,0.3,1.7,2.0,3.7,0.9,0.1,0.7,8.9,2020-21
200.0,Aron Baynes,TOR,53.0,18.5,6.1,2.5,5.7,44.1,0.5,1.9,26.2,0.5,0.8,70.7,1.6,3.5,5.2,0.9,0.3,0.4,0.9,8.6,2020-21
201.0,Facundo Campazzo,DEN,65.0,21.9,6.1,1.8,4.8,38.1,1.2,3.3,35.2,1.2,1.4,87.9,0.3,1.7,2.1,3.6,1.2,0.2,1.1,8.9,2020-21
202.0,Dean Wade,CLE,63.0,19.2,6.0,2.1,4.9,43.1,1.2,3.4,36.6,0.5,0.6,76.9,0.6,2.8,3.4,1.2,0.6,0.3,0.5,8.0,2020-21
203.0,Dwight Powell,DAL,58.0,16.7,5.9,2.1,3.3,61.9,0.1,0.4,23.8,1.7,2.1,78.2,1.4,2.7,4.0,1.1,0.6,0.5,0.7,9.7,2020-21
204.0,Drew Eubanks,SAS,54.0,14.0,5.8,2.1,3.8,56.6,0.0,0.0,100.0,1.4,2.0,72.6,1.4,3.1,4.5,0.8,0.3,0.9,0.8,9.2,2020-21
205.0,DeAndre' Bembry,TOR,51.0,19.1,5.7,2.3,4.5,51.3,0.3,1.0,26.4,0.9,1.3,68.2,0.6,2.2,2.9,2.1,1.0,0.4,1.4,8.1,2020-21
206.0,Juan Toscano-Anderson,GSW,53.0,20.9,5.7,2.3,3.9,57.9,0.7,1.7,40.2,0.4,0.6,71.0,0.5,3.9,4.4,2.8,0.8,0.5,1.2,11.2,2020-21
207.0,Mychal Mulder,GSW,60.0,12.8,5.6,2.0,4.4,44.9,1.4,3.6,39.7,0.2,0.4,63.6,0.1,0.9,1.0,0.4,0.2,0.2,0.3,4.6,2020-21
208.0,Garrison Mathews,WAS,64.0,16.2,5.5,1.5,3.7,40.9,1.2,3.1,38.4,1.3,1.5,88.4,0.3,1.1,1.4,0.4,0.5,0.1,0.2,5.3,2020-21
209.0,Brad Wanamaker,CHA,61.0,17.3,5.5,1.9,4.9,38.5,0.3,1.4,18.8,1.5,1.7,89.1,0.3,1.4,1.7,2.9,0.7,0.2,1.2,6.6,2020-21
210.0,Devin Vassell,SAS,62.0,17.0,5.5,2.0,4.9,40.6,0.8,2.4,34.7,0.7,0.8,84.3,0.4,2.4,2.8,0.9,0.7,0.3,0.4,6.8,2020-21
211.0,Derrick Favors,UTA,68.0,15.3,5.4,2.3,3.6,63.8,0.0,0.0,0.0,0.9,1.2,73.8,2.0,3.5,5.5,0.6,0.5,1.0,0.5,10.9,2020-21
212.0,Jarred Vanderbilt,MIN,64.0,17.8,5.4,2.2,3.7,60.6,0.0,0.1,20.0,0.9,1.6,55.9,1.8,3.9,5.8,1.2,1.0,0.7,0.8,11.0,2020-21
213.0,Josh Okogie,MIN,59.0,20.3,5.4,1.7,4.3,40.2,0.5,1.8,26.9,1.4,1.8,76.9,1.1,1.6,2.6,1.1,0.9,0.5,0.7,6.7,2020-21
214.0,Willie Cauley-Stein,DAL,53.0,17.1,5.3,2.2,3.4,63.2,0.0,0.2,9.1,0.9,1.5,62.8,1.2,3.2,4.5,0.7,0.4,0.8,0.5,9.2,2020-21
215.0,Sekou Doumbouya,DET,56.0,15.5,5.1,1.9,5.0,37.9,0.5,2.1,22.6,0.8,1.1,70.3,0.7,1.9,2.6,0.8,0.4,0.2,0.8,4.8,2020-21
216.0,Nerlens Noel,NYK,64.0,24.2,5.1,2.1,3.5,61.4,0.0,0.0,0.0,0.8,1.1,71.4,2.2,4.1,6.4,0.7,1.1,2.2,1.0,12.8,2020-21
217.0,Marc Gasol,LAL,52.0,19.1,5.0,1.7,3.7,45.4,1.0,2.3,41.0,0.7,1.0,72.0,0.7,3.4,4.1,2.1,0.5,1.1,1.0,9.6,2020-21
218.0,Jordan McLaughlin,MIN,51.0,18.4,5.0,2.0,4.7,41.3,0.6,1.8,35.9,0.5,0.6,76.7,0.4,1.7,2.1,3.8,1.0,0.1,1.0,8.1,2020-21
219.0,Bismack Biyombo,CHA,66.0,20.4,5.0,2.2,3.7,58.7,0.0,0.0,0.0,0.7,1.6,44.8,2.1,3.2,5.3,1.2,0.3,1.1,1.1,9.4,2020-21
220.0,Precious Achiuwa,MIA,61.0,12.1,5.0,2.0,3.7,54.4,0.0,0.0,0.0,0.9,1.8,50.9,1.2,2.2,3.4,0.5,0.3,0.5,0.7,6.4,2020-21
221.0,Caleb Martin,CHA,53.0,15.4,5.0,1.8,4.8,37.5,0.6,2.4,24.8,0.8,1.2,64.1,0.6,2.1,2.7,1.3,0.7,0.2,0.6,5.8,2020-21
222.0,Wesley Matthews,LAL,58.0,19.5,4.8,1.5,4.3,35.3,1.1,3.4,33.5,0.6,0.7,85.4,0.3,1.3,1.6,0.9,0.7,0.3,0.4,4.9,2020-21
223.0,Grant Williams,BOS,63.0,18.1,4.7,1.7,3.9,43.7,0.8,2.0,37.2,0.5,0.8,58.8,0.8,2.1,2.8,1.0,0.5,0.4,0.9,6.0,2020-21
224.0,Semi Ojeleye,BOS,56.0,17.0,4.6,1.6,3.9,40.3,1.0,2.8,36.7,0.4,0.6,75.0,0.6,2.1,2.6,0.7,0.3,0.0,0.4,5.4,2020-21
225.0,Rodney Hood,TOR,55.0,17.1,4.5,1.7,4.7,36.2,0.6,2.1,30.1,0.4,0.5,85.7,0.4,1.5,1.9,1.0,0.4,0.1,0.7,4.1,2020-21
226.0,Solomon Hill,ATL,71.0,21.3,4.5,1.5,4.2,35.9,1.0,3.0,32.1,0.5,0.6,76.1,0.6,2.4,3.0,1.1,0.7,0.2,0.6,6.0,2020-21
227.0,Stanley Johnson,TOR,61.0,16.5,4.4,1.5,3.8,38.2,0.7,2.2,32.8,0.7,0.9,80.0,0.5,2.0,2.5,1.5,0.9,0.3,0.9,6.1,2020-21
228.0,Andre Iguodala,MIA,63.0,21.3,4.4,1.5,3.9,38.3,1.0,2.9,33.0,0.4,0.6,65.8,0.6,2.9,3.5,2.3,0.9,0.6,1.1,7.9,2020-21
229.0,Mike Scott,PHI,51.0,16.7,4.2,1.5,4.1,36.0,1.0,3.0,34.2,0.2,0.2,66.7,0.2,2.1,2.4,0.8,0.5,0.3,0.4,5.0,2020-21
230.0,Jevon Carter,PHX,60.0,12.0,4.1,1.6,3.7,42.2,0.9,2.5,37.1,0.1,0.1,57.1,0.3,1.3,1.5,1.2,0.5,0.2,0.3,5.0,2020-21
231.0,Kevon Looney,GSW,61.0,19.0,4.1,1.8,3.2,54.8,0.1,0.3,23.5,0.5,0.8,64.6,1.9,3.4,5.3,2.0,0.3,0.4,0.6,9.7,2020-21
232.0,Obi Toppin,NYK,62.0,11.0,4.1,1.7,3.4,49.8,0.4,1.4,30.6,0.3,0.4,73.1,0.4,1.8,2.2,0.5,0.3,0.2,0.4,5.1,2020-21
233.0,Cody Martin,CHA,52.0,16.3,4.0,1.6,3.6,44.1,0.3,1.1,27.6,0.5,0.8,58.1,1.0,2.1,3.1,1.7,0.7,0.2,0.8,6.5,2020-21
234.0,Matisse Thybulle,PHI,65.0,20.0,3.9,1.6,3.7,42.0,0.7,2.2,30.1,0.1,0.3,44.4,0.5,1.4,1.9,1.0,1.6,1.1,0.5,6.7,2020-21
235.0,P.J. Tucker,MIL,52.0,26.1,3.7,1.3,3.4,37.3,0.8,2.3,33.6,0.4,0.5,75.0,1.0,2.9,3.9,1.2,0.8,0.4,0.8,6.9,2020-21
